tile_id,split
arid_1749,train
arid_1750,train
arid_1751,train
arid_1752,train
arid_1753,train
arid_1754,train
arid_1755,train
arid_1756,train
arid_1757,train
arid_1758,train
arid_1759,train
arid_1760,train
arid_1761,train
arid_1762,train
arid_1763,train
arid_1764,train
arid_1765,train
arid_1766,test
arid_1767,val
arid_1768,train
arid_1769,train
arid_1770,test
arid_1771,train
arid_1772,train
arid_1773,train
arid_1774,train
arid_1775,train
arid_1776,train
arid_1777,train
arid_1778,train
arid_1779,train
arid_1780,test
arid_1781,train
arid_1782,train
arid_1783,train
arid_1784,train
arid_1785,train
arid_1786,train
arid_1787,train
arid_1788,train
arid_1789,train
arid_1790,train
arid_1791,train
arid_1792,train
arid_1793,train
arid_1794,train
arid_1795,train
arid_1796,train
arid_1797,val
arid_1798,val
arid_1799,train
arid_1800,train
arid_1801,train
arid_1802,train
arid_1803,val
arid_1804,val
arid_1805,train
arid_1806,train
arid_1807,train
arid_1808,train
arid_1809,train
arid_1810,train
arid_1811,train
arid_1812,train
arid_1813,train
arid_1814,train
arid_1815,train
arid_1816,train
arid_1817,train
arid_1818,val
arid_1819,test
arid_1820,train
arid_1821,val
arid_1822,train
arid_1823,train
arid_1824,train
arid_1825,train
arid_1826,val
arid_1827,train
arid_1828,train
arid_1829,train
arid_1830,train
arid_1831,test
arid_1832,val
arid_1833,train
arid_1834,train
arid_1835,train
arid_1836,train
arid_1837,train
arid_1838,train
arid_1839,train
arid_1840,train
arid_1841,train
arid_1842,train
arid_1843,test
arid_1844,train
arid_1845,train
arid_1846,train
arid_1847,train
arid_1848,train
arid_1849,train
arid_1850,train
arid_1851,val
arid_1852,train
arid_1853,train
arid_1854,test
arid_1855,train
arid_1856,train
arid_1857,train
arid_1858,train
arid_1859,test
arid_1860,train
arid_1861,train
arid_1862,train
arid_1863,train
arid_1864,train
arid_1865,train
arid_1866,val
arid_1867,train
arid_1868,test
arid_1869,val
arid_1870,train
arid_1871,train
arid_1872,train
arid_1873,train
arid_1874,test
arid_1875,train
arid_1876,train
arid_1877,train
arid_1878,val
arid_1879,train
arid_1880,train
arid_1881,train
arid_1882,val
arid_1883,train
arid_1884,train
arid_1885,test
arid_1886,train
arid_1887,train
arid_1888,val
arid_1889,train
arid_1890,train
arid_1891,train
arid_1892,train
arid_1893,train
arid_1894,train
arid_1895,train
arid_1896,train
arid_1897,train
arid_1898,val
arid_1899,train
arid_1900,val
arid_1901,val
arid_1902,train
arid_1903,train
arid_1904,train
arid_1905,train
arid_1906,train
arid_1907,train
arid_1908,train
arid_1909,test
arid_1910,train
arid_1911,train
arid_1912,test
arid_1913,train
arid_1914,train
arid_1915,train
arid_1916,train
arid_1917,val
arid_1918,train
arid_1919,train
arid_1920,train
arid_1921,train
arid_1922,train
arid_1923,train
arid_1924,test
arid_1925,train
arid_1926,train
arid_1927,train
arid_1928,val
arid_1929,train
arid_1930,val
arid_1931,train
arid_1932,train
arid_1933,train
arid_1934,val
arid_1935,train
arid_1936,train
arid_1937,train
arid_1938,train
arid_1939,train
arid_1940,train
arid_1941,test
arid_1942,test
arid_1943,train
arid_1944,train
arid_1945,train
arid_1946,train
arid_1947,test
arid_1948,train
arid_1949,train
arid_1950,test
arid_1951,train
arid_1952,train
arid_1953,train
arid_1954,train
arid_1955,train
arid_1956,train
arid_1957,val
arid_1958,val
arid_1959,train
arid_1960,train
arid_1961,train
arid_1962,train
arid_1963,train
arid_1964,train
arid_1965,train
arid_1966,train
arid_1967,train
arid_1968,train
arid_1969,train
arid_1970,train
arid_1971,train
arid_1972,train
arid_1973,train
arid_1974,train
arid_1975,val
arid_1976,train
arid_1977,train
arid_1978,train
arid_1979,train
arid_1980,train
arid_1981,train
arid_1982,train
arid_1983,val
arid_1984,train
arid_1985,train
arid_1986,train
arid_1987,train
arid_1988,train
arid_1989,test
arid_1990,train
arid_1991,train
arid_1992,train
arid_1993,train
arid_1994,train
arid_1995,train
arid_1996,train
arid_1997,train
arid_1998,train
arid_1999,train
arid_2000,train
arid_2001,train
arid_2002,train
arid_2003,train
arid_2004,val
arid_2005,train
arid_2006,val
arid_2007,test
arid_2008,test
arid_2009,val
arid_2010,train
arid_2011,train
arid_2012,train
arid_2013,train
arid_2014,train
arid_2015,test
arid_2016,val
arid_2017,train
arid_2018,train
arid_2019,train
arid_2020,train
arid_2021,train
arid_2022,train
arid_2023,train
arid_2024,train
arid_2025,test
arid_2026,train
arid_2027,val
arid_2028,train
arid_2029,train
arid_2030,train
arid_2031,test
arid_2032,train
arid_2033,train
arid_2034,train
arid_2035,train
arid_2036,val
arid_2037,train
arid_2038,train
arid_2039,train
arid_2040,val
arid_2041,train
arid_2042,test
arid_2043,test
arid_2044,val
arid_2045,train
arid_2046,train
arid_2047,train
arid_2048,val
arid_2049,train
arid_2050,train
arid_2051,train
arid_2052,train
arid_2053,train
arid_2054,train
arid_2055,train
arid_2056,train
arid_2057,train
arid_2058,train
arid_2059,train
arid_2060,train
arid_2061,train
arid_2062,train
arid_2063,train
arid_2064,train
arid_2065,train
arid_2066,train
arid_2067,train
arid_2068,train
arid_2069,val
arid_2070,train
arid_2071,train
arid_2072,val
arid_2073,train
arid_2074,train
arid_2075,train
arid_2076,train
arid_2077,train
arid_2078,train
arid_2079,train
arid_2080,train
arid_2081,train
arid_2082,train
arid_2083,train
arid_2084,train
arid_2085,val
arid_2086,test
arid_2087,train
arid_2088,train
arid_2089,train
arid_2090,val
arid_2091,train
arid_2092,train
arid_2093,train
arid_2094,train
arid_2095,train
arid_2096,test
arid_2097,train
arid_2098,train
arid_2099,train
arid_2100,val
arid_2101,val
arid_2102,train
arid_2103,train
arid_2104,train
arid_2105,train
arid_2106,train
arid_2107,test
arid_2108,train
arid_2109,train
arid_2110,train
arid_2111,train
arid_2112,train
arid_2113,train
arid_2114,test
arid_2115,train
arid_2116,train
arid_2117,train
arid_2118,train
arid_2119,test
arid_2120,train
arid_2121,train
arid_2122,val
arid_2123,val
arid_2124,train
arid_2125,train
arid_2126,train
arid_2127,train
arid_2128,train
arid_2129,train
arid_2130,train
arid_2131,train
arid_2132,train
arid_2133,train
arid_2134,train
arid_2135,train
arid_2136,train
arid_2137,train
arid_2138,train
arid_2139,train
arid_2140,test
arid_2141,train
arid_2142,train
arid_2143,train
arid_2144,test
arid_2145,train
arid_2146,train
arid_2147,train
arid_2148,train
arid_2149,val
arid_2150,train
arid_2151,test
arid_2152,train
arid_2153,train
arid_2154,train
arid_2155,train
arid_2156,val
arid_2157,train
arid_2158,train
arid_2159,test
arid_2160,train
arid_2161,train
arid_2162,train
arid_2163,train
arid_2164,val
arid_2165,train
arid_2166,train
arid_2167,train
arid_2168,train
arid_2169,test
arid_2170,train
arid_2171,train
arid_2172,train
arid_2173,train
arid_2174,train
arid_2175,train
arid_2176,train
arid_2177,train
arid_2178,train
arid_2179,train
arid_2180,test
arid_2181,val
arid_2182,train
arid_2183,val
arid_2184,val
arid_2185,test
arid_2186,train
arid_2187,train
arid_2188,train
arid_2189,train
arid_2190,train
arid_2191,test
arid_2192,train
arid_2193,train
arid_2194,train
arid_2195,train
arid_2196,train
arid_2197,train
arid_2198,val
arid_2199,train
arid_2200,train
arid_2201,val
arid_2202,train
arid_2203,train
arid_2204,test
arid_2205,train
arid_2206,train
arid_2207,train
arid_2208,train
arid_2209,train
arid_2210,train
arid_2211,train
arid_2212,train
arid_2213,test
arid_2214,train
arid_2215,train
arid_2216,train
arid_2217,train
arid_2218,train
arid_2219,train
arid_2220,val
arid_2221,test
arid_2222,test
arid_2223,train
arid_2224,train
arid_2225,train
arid_2226,train
arid_2227,train
arid_2228,train
arid_2229,train
arid_2230,train
arid_2231,test
arid_2232,train
arid_2233,train
arid_2234,train
arid_2235,train
arid_2236,train
arid_2237,train
arid_2238,val
arid_2239,train
arid_2240,train
arid_2241,train
arid_2242,train
arid_2243,train
arid_2244,train
arid_2245,train
arid_2246,train
arid_2247,train
arid_2248,val
arid_2249,train
arid_2250,val
arid_2251,train
arid_2252,train
arid_2253,train
arid_2254,train
arid_2255,train
arid_2256,train
arid_2257,train
arid_2258,train
arid_2259,train
arid_2260,train
arid_2261,train
arid_2262,train
